"ID","new_user","country","age","source","pages_visited"
237871,"Yes","CHN",18,"ads",7
237872,"No","USA",45,"SEO",1
237873,"Yes","USA",19,"SEO",5
237874,"Yes","USA",26,"SEO",3
237875,"Yes","USA",30,"SEO",7
237876,"Yes","GBR",26,"ads",12
237877,"No","USA",26,"ads",6
237878,"No","GBR",48,"SEO",4
237879,"No","USA",23,"SEO",10
237880,"Yes","USA",47,"ads",3
237881,"Yes","USA",33,"SEO",2
237882,"No","CHN",33,"direct",3
237883,"Yes","GBR",27,"direct",5
237884,"Yes","GBR",27,"SEO",6
237885,"No","USA",29,"ads",5
237886,"Yes","USA",30,"SEO",3
237887,"Yes","USA",28,"SEO",3
237888,"Yes","USA",41,"SEO",3
237889,"Yes","USA",25,"direct",8
237890,"Yes","USA",37,"SEO",5
237891,"Yes","CHN",42,"direct",1
237892,"No","CHN",21,"SEO",3
237893,"No","USA",18,"direct",5
237894,"Yes","USA",24,"ads",1
237895,"Yes","CHN",18,"SEO",11
237896,"No","USA",33,"SEO",3
237897,"No","USA",32,"ads",3
237898,"Yes","USA",26,"ads",3
237899,"Yes","CHN",37,"ads",4
237900,"Yes","USA",31,"SEO",5
237901,"Yes","CHN",40,"ads",2
237902,"Yes","USA",24,"direct",7
237903,"Yes","CHN",46,"ads",5
237904,"No","CHN",38,"direct",5
237905,"Yes","USA",29,"ads",2
237906,"Yes","USA",37,"ads",7
237907,"Yes","USA",32,"ads",3
237908,"Yes","GBR",22,"SEO",8
237909,"Yes","USA",19,"ads",6
237910,"Yes","USA",20,"direct",6
237911,"Yes","USA",31,"SEO",4
237912,"No","USA",25,"SEO",4
237913,"No","CHN",22,"ads",1
237914,"Yes","USA",36,"ads",2
237915,"No","GBR",24,"direct",7
237916,"Yes","USA",37,"SEO",6
237917,"Yes","CHN",27,"direct",2
237918,"Yes","USA",37,"SEO",2
237919,"Yes","CHN",40,"direct",4
237920,"Yes","USA",38,"direct",7
237921,"No","USA",21,"SEO",4
237922,"Yes","USA",33,"direct",7
237923,"Yes","CHN",23,"direct",10
237924,"Yes","USA",29,"SEO",2
237925,"No","USA",33,"ads",3
237926,"Yes","DEU",23,"ads",3
237927,"Yes","CHN",30,"direct",3
237928,"No","USA",26,"SEO",6
237929,"Yes","CHN",17,"ads",3
237930,"Yes","CHN",31,"SEO",5
237931,"No","CHN",39,"SEO",2
237932,"Yes","CHN",18,"direct",6
237933,"Yes","GBR",24,"SEO",7
237934,"No","USA",30,"SEO",1
237935,"Yes","USA",42,"ads",3
237936,"Yes","GBR",34,"SEO",3
237937,"No","GBR",18,"ads",3
237938,"Yes","CHN",24,"ads",1
237939,"No","USA",49,"direct",5
237940,"Yes","CHN",19,"SEO",7
237941,"Yes","CHN",38,"direct",6
237942,"Yes","CHN",31,"SEO",2
237943,"Yes","USA",30,"SEO",8
237944,"No","USA",30,"SEO",7
237945,"Yes","USA",24,"ads",2
237946,"No","USA",31,"direct",5
237947,"Yes","CHN",31,"SEO",2
237948,"No","USA",33,"direct",8
237949,"No","USA",24,"SEO",5
237950,"Yes","USA",24,"ads",5
237951,"Yes","CHN",22,"ads",3
237952,"Yes","CHN",24,"SEO",6
237953,"Yes","CHN",29,"ads",14
237954,"No","CHN",34,"ads",1
237955,"Yes","USA",29,"SEO",2
237956,"No","CHN",30,"SEO",8
237957,"No","CHN",33,"ads",4
237958,"Yes","CHN",23,"SEO",6
237959,"Yes","USA",21,"ads",4
237960,"Yes","GBR",30,"SEO",3
237961,"Yes","USA",29,"SEO",2
237962,"Yes","CHN",32,"ads",4
237963,"Yes","USA",22,"ads",5
237964,"Yes","DEU",25,"SEO",2
237965,"No","USA",30,"SEO",6
237966,"Yes","USA",27,"ads",3
237967,"Yes","CHN",26,"SEO",3
237968,"No","GBR",30,"direct",7
237969,"Yes","GBR",25,"SEO",4
237970,"Yes","USA",27,"direct",1
237971,"Yes","USA",53,"ads",3
237972,"No","USA",36,"direct",4
237973,"No","CHN",42,"ads",3
237974,"Yes","GBR",33,"ads",2
237975,"Yes","USA",43,"SEO",1
237976,"No","USA",43,"ads",4
237977,"Yes","USA",44,"SEO",3
237978,"No","GBR",22,"SEO",5
237979,"Yes","USA",28,"SEO",4
237980,"Yes","USA",43,"ads",4
237981,"Yes","USA",42,"ads",10
237982,"No","GBR",28,"SEO",3
237983,"Yes","USA",34,"ads",3
237984,"Yes","USA",30,"ads",16
237985,"Yes","USA",17,"SEO",5
237986,"No","GBR",57,"direct",1
237987,"Yes","USA",24,"SEO",4
237988,"Yes","USA",27,"direct",6
237989,"Yes","USA",45,"ads",2
237990,"Yes","USA",38,"direct",5
237991,"No","USA",40,"SEO",1
237992,"Yes","USA",34,"direct",4
237993,"Yes","USA",36,"ads",5
237994,"Yes","CHN",28,"direct",2
237995,"No","GBR",36,"SEO",2
237996,"Yes","USA",38,"ads",6
237997,"Yes","USA",21,"SEO",5
237998,"Yes","GBR",23,"direct",1
237999,"Yes","USA",34,"SEO",6
238000,"Yes","USA",27,"SEO",8
238001,"No","USA",20,"direct",4
238002,"Yes","USA",28,"ads",7
238003,"Yes","USA",19,"ads",6
238004,"Yes","USA",32,"ads",4
238005,"Yes","USA",27,"direct",4
238006,"Yes","CHN",22,"ads",4
238007,"Yes","USA",23,"SEO",5
238008,"No","CHN",24,"direct",8
238009,"Yes","USA",29,"SEO",3
238010,"Yes","USA",23,"ads",5
238011,"Yes","USA",30,"SEO",5
238012,"No","CHN",19,"SEO",2
238013,"Yes","USA",24,"ads",6
238014,"No","USA",40,"SEO",7
238015,"No","USA",21,"SEO",2
238016,"Yes","USA",25,"SEO",8
238017,"Yes","USA",34,"SEO",3
238018,"Yes","CHN",24,"ads",2
238019,"Yes","USA",43,"SEO",1
238020,"Yes","GBR",38,"SEO",6
238021,"Yes","USA",30,"SEO",7
238022,"Yes","USA",40,"ads",1
238023,"No","USA",41,"SEO",4
238024,"Yes","USA",17,"direct",10
238025,"No","USA",42,"SEO",17
238026,"Yes","USA",21,"ads",5
238027,"Yes","USA",26,"SEO",3
238028,"Yes","USA",38,"ads",10
238029,"No","USA",19,"ads",5
238030,"Yes","USA",18,"ads",4
238031,"Yes","GBR",33,"ads",5
238032,"Yes","USA",52,"ads",3
238033,"Yes","GBR",34,"direct",3
238034,"No","USA",21,"SEO",1
238035,"No","CHN",54,"SEO",6
238036,"Yes","USA",35,"direct",6
238037,"No","USA",40,"SEO",7
238038,"No","USA",33,"SEO",1
238039,"Yes","USA",38,"SEO",7
238040,"Yes","CHN",34,"direct",3
238041,"Yes","CHN",30,"SEO",9
238042,"Yes","CHN",23,"ads",1
238043,"Yes","USA",30,"ads",1
238044,"Yes","USA",20,"SEO",12
238045,"No","DEU",28,"SEO",3
238046,"No","GBR",24,"direct",1
238047,"No","GBR",31,"ads",1
238048,"Yes","DEU",19,"SEO",4
238049,"Yes","DEU",23,"direct",2
238050,"No","CHN",22,"SEO",3
238051,"Yes","CHN",24,"SEO",3
238052,"Yes","USA",20,"SEO",7
238053,"Yes","CHN",33,"direct",3
238054,"Yes","USA",31,"ads",3
238055,"Yes","USA",33,"direct",1
238056,"No","USA",36,"ads",23
238057,"Yes","USA",21,"direct",9
238058,"No","USA",30,"direct",10
238059,"Yes","USA",34,"SEO",1
238060,"No","USA",29,"ads",17
238061,"Yes","CHN",33,"SEO",6
238062,"Yes","CHN",28,"ads",2
238063,"No","USA",27,"SEO",5
238064,"Yes","USA",30,"ads",1
238065,"Yes","USA",42,"SEO",7
238066,"Yes","USA",29,"ads",4
238067,"No","CHN",18,"direct",3
238068,"Yes","CHN",32,"SEO",7
238069,"No","DEU",32,"direct",4
238070,"No","USA",38,"ads",1
238071,"Yes","USA",20,"SEO",3
238072,"Yes","USA",27,"ads",10
238073,"Yes","USA",29,"ads",8
238074,"Yes","CHN",20,"direct",6
238075,"Yes","CHN",23,"SEO",2
238076,"Yes","GBR",30,"direct",4
238077,"Yes","USA",26,"SEO",6
238078,"Yes","DEU",38,"ads",2
238079,"Yes","USA",49,"SEO",10
238080,"Yes","USA",35,"ads",10
238081,"Yes","DEU",20,"SEO",6
238082,"No","DEU",32,"SEO",9
238083,"No","USA",42,"SEO",2
238084,"Yes","USA",22,"SEO",2
238085,"No","USA",37,"ads",7
238086,"No","CHN",28,"SEO",4
238087,"No","USA",37,"SEO",2
238088,"Yes","GBR",35,"SEO",1
238089,"No","CHN",37,"ads",2
238090,"Yes","GBR",37,"ads",3
238091,"Yes","USA",43,"SEO",3
238092,"Yes","USA",20,"SEO",4
238093,"No","USA",57,"SEO",3
238094,"Yes","USA",18,"ads",4
238095,"Yes","CHN",33,"ads",2
238096,"Yes","USA",38,"SEO",4
238097,"No","GBR",34,"SEO",4
238098,"Yes","GBR",47,"ads",6
238099,"No","USA",39,"SEO",4
238100,"Yes","USA",29,"ads",6
238101,"Yes","USA",29,"SEO",5
238102,"Yes","CHN",38,"SEO",5
238103,"No","USA",27,"SEO",14
238104,"No","USA",24,"SEO",1
238105,"Yes","GBR",36,"SEO",6
238106,"No","CHN",43,"ads",3
238107,"Yes","USA",31,"ads",2
238108,"Yes","USA",26,"ads",2
238109,"No","CHN",32,"SEO",1
238110,"Yes","USA",24,"direct",7
238111,"No","GBR",31,"SEO",1
238112,"Yes","USA",33,"direct",7
238113,"Yes","GBR",18,"direct",11
238114,"Yes","USA",25,"direct",2
238115,"Yes","USA",35,"direct",3
238116,"Yes","USA",42,"ads",2
238117,"Yes","USA",29,"SEO",8
238118,"No","USA",52,"SEO",3
238119,"No","CHN",19,"SEO",1
238120,"Yes","CHN",48,"direct",4
238121,"Yes","USA",17,"SEO",10
238122,"No","GBR",29,"SEO",2
238123,"Yes","GBR",31,"SEO",6
238124,"Yes","USA",21,"direct",1
238125,"Yes","GBR",33,"direct",9
238126,"No","USA",52,"direct",4
238127,"Yes","USA",33,"direct",3
238128,"Yes","GBR",25,"direct",7
238129,"Yes","USA",44,"direct",4
238130,"Yes","CHN",34,"ads",3
238131,"Yes","USA",24,"direct",1
238132,"Yes","CHN",54,"SEO",9
238133,"No","USA",28,"SEO",4
238134,"No","CHN",40,"ads",3
238135,"No","USA",19,"SEO",2
238136,"Yes","USA",52,"ads",6
238137,"No","USA",24,"SEO",5
238138,"Yes","USA",27,"SEO",2
238139,"Yes","CHN",22,"ads",2
238140,"Yes","USA",24,"ads",2
238141,"Yes","CHN",41,"ads",5
238142,"No","USA",36,"SEO",2
238143,"Yes","USA",17,"SEO",3
238144,"No","USA",61,"SEO",12
238145,"Yes","CHN",18,"direct",5
238146,"Yes","USA",25,"SEO",3
238147,"Yes","USA",40,"direct",2
238148,"No","USA",44,"direct",7
238149,"Yes","USA",37,"SEO",5
238150,"Yes","USA",26,"SEO",1
238151,"No","USA",26,"SEO",2
238152,"Yes","USA",29,"SEO",8
238153,"Yes","USA",32,"SEO",9
238154,"Yes","USA",21,"SEO",2
238155,"No","USA",24,"ads",2
238156,"Yes","CHN",48,"SEO",6
238157,"No","GBR",29,"SEO",12
238158,"Yes","USA",24,"ads",2
238159,"Yes","USA",26,"ads",7
238160,"No","CHN",27,"SEO",6
238161,"Yes","GBR",36,"SEO",3
238162,"Yes","DEU",26,"SEO",3
238163,"Yes","CHN",22,"direct",6
238164,"No","USA",28,"SEO",5
238165,"No","DEU",18,"SEO",6
238166,"Yes","USA",32,"ads",5
238167,"No","USA",35,"direct",6
238168,"No","USA",28,"ads",3
238169,"Yes","CHN",36,"SEO",1
238170,"Yes","USA",36,"SEO",6
238171,"Yes","USA",29,"SEO",3
238172,"No","DEU",28,"SEO",1
238173,"Yes","CHN",40,"ads",2
238174,"No","USA",22,"SEO",6
238175,"Yes","USA",43,"SEO",4
238176,"No","CHN",20,"SEO",5
238177,"No","USA",25,"direct",5
238178,"Yes","USA",35,"direct",8
238179,"Yes","GBR",18,"direct",10
238180,"No","USA",25,"direct",2
238181,"Yes","GBR",28,"direct",9
238182,"Yes","USA",21,"ads",6
238183,"No","CHN",30,"SEO",4
238184,"Yes","USA",36,"ads",2
238185,"No","CHN",18,"SEO",3
238186,"No","USA",19,"direct",7
238187,"No","CHN",45,"SEO",1
238188,"Yes","USA",23,"direct",4
238189,"No","CHN",39,"direct",4
238190,"No","GBR",21,"direct",13
238191,"Yes","CHN",38,"direct",4
238192,"Yes","USA",23,"direct",4
238193,"Yes","GBR",34,"SEO",2
238194,"No","USA",29,"SEO",12
238195,"No","CHN",24,"SEO",4
238196,"Yes","USA",26,"SEO",10
238197,"No","DEU",29,"ads",8
238198,"Yes","USA",23,"SEO",2
238199,"No","GBR",41,"SEO",11
238200,"No","USA",33,"SEO",1
238201,"Yes","USA",28,"SEO",2
238202,"Yes","USA",31,"SEO",5
238203,"No","USA",46,"ads",2
238204,"Yes","USA",25,"ads",2
238205,"Yes","CHN",43,"SEO",2
238206,"Yes","CHN",32,"SEO",3
238207,"No","USA",35,"ads",2
238208,"No","GBR",23,"direct",8
238209,"Yes","CHN",34,"direct",4
238210,"Yes","USA",40,"SEO",2
238211,"Yes","USA",32,"SEO",3
238212,"Yes","USA",25,"direct",8
238213,"Yes","USA",28,"SEO",8
238214,"No","USA",17,"ads",2
238215,"Yes","USA",28,"SEO",8
238216,"Yes","CHN",41,"SEO",5
238217,"Yes","GBR",34,"SEO",1
238218,"Yes","USA",21,"ads",3
238219,"No","USA",20,"SEO",1
238220,"Yes","CHN",17,"direct",3
238221,"Yes","CHN",37,"ads",1
238222,"No","USA",36,"direct",3
238223,"No","USA",25,"SEO",9
238224,"No","USA",22,"direct",4
238225,"No","USA",29,"SEO",5
238226,"Yes","GBR",17,"SEO",2
238227,"Yes","USA",18,"direct",1
238228,"Yes","GBR",47,"SEO",3
238229,"Yes","USA",39,"SEO",3
238230,"No","USA",31,"ads",1
238231,"Yes","USA",26,"ads",7
238232,"No","USA",31,"direct",7
238233,"Yes","USA",22,"direct",9
238234,"Yes","CHN",27,"ads",5
238235,"No","USA",25,"ads",4
238236,"No","USA",39,"SEO",10
238237,"Yes","USA",47,"ads",3
238238,"Yes","GBR",32,"direct",5
238239,"Yes","USA",28,"SEO",6
238240,"Yes","CHN",35,"direct",8
238241,"No","CHN",33,"ads",4
238242,"Yes","DEU",43,"SEO",3
238243,"No","DEU",44,"direct",1
238244,"Yes","USA",23,"ads",6
238245,"Yes","GBR",28,"SEO",15
238246,"No","CHN",22,"ads",5
238247,"Yes","USA",44,"SEO",6
238248,"Yes","GBR",25,"SEO",5
238249,"Yes","CHN",32,"ads",7
238250,"Yes","CHN",25,"SEO",5
238251,"Yes","CHN",31,"ads",5
238252,"No","USA",25,"ads",7
238253,"Yes","USA",40,"SEO",8
238254,"Yes","USA",30,"direct",4
238255,"Yes","GBR",37,"direct",2
238256,"Yes","GBR",41,"ads",5
238257,"Yes","USA",19,"ads",3
238258,"No","USA",41,"ads",1
238259,"No","USA",24,"SEO",5
238260,"Yes","CHN",32,"direct",1
238261,"No","USA",24,"direct",1
238262,"Yes","USA",19,"ads",8
238263,"Yes","CHN",43,"ads",5
238264,"No","CHN",37,"SEO",4
238265,"Yes","GBR",28,"direct",3
238266,"Yes","USA",28,"ads",1
238267,"Yes","USA",22,"SEO",2
238268,"No","USA",34,"direct",12
238269,"No","GBR",30,"direct",6
238270,"No","USA",29,"ads",4
238271,"No","GBR",43,"SEO",5
238272,"Yes","USA",41,"direct",4
238273,"No","CHN",41,"SEO",2
238274,"Yes","CHN",25,"SEO",9
238275,"Yes","USA",44,"SEO",2
238276,"Yes","GBR",35,"ads",5
238277,"No","GBR",37,"ads",7
238278,"No","GBR",27,"SEO",1
238279,"Yes","USA",31,"SEO",9
238280,"Yes","DEU",27,"SEO",1
238281,"Yes","USA",25,"SEO",3
238282,"Yes","USA",35,"SEO",9
238283,"No","USA",29,"direct",6
238284,"Yes","USA",31,"SEO",6
238285,"Yes","GBR",40,"SEO",3
238286,"No","USA",23,"ads",5
238287,"Yes","USA",38,"SEO",10
238288,"Yes","GBR",32,"ads",13
238289,"No","GBR",37,"ads",10
238290,"Yes","DEU",39,"SEO",3
238291,"Yes","USA",38,"direct",2
238292,"No","USA",35,"SEO",5
238293,"Yes","USA",25,"SEO",9
238294,"Yes","CHN",26,"SEO",3
238295,"Yes","GBR",47,"ads",4
238296,"No","USA",39,"SEO",10
238297,"Yes","CHN",25,"direct",7
238298,"No","USA",21,"ads",13
238299,"Yes","USA",30,"direct",3
238300,"Yes","GBR",39,"SEO",2
238301,"No","GBR",30,"direct",9
238302,"No","GBR",36,"direct",7
238303,"Yes","CHN",32,"ads",9
238304,"Yes","USA",39,"SEO",7
238305,"No","CHN",40,"SEO",5
238306,"No","USA",20,"SEO",5
238307,"Yes","DEU",17,"direct",3
238308,"Yes","USA",34,"SEO",7
238309,"No","CHN",30,"SEO",4
238310,"No","CHN",48,"direct",3
238311,"Yes","USA",26,"direct",2
238312,"Yes","USA",28,"SEO",5
238313,"Yes","CHN",29,"SEO",9
238314,"Yes","CHN",32,"SEO",5
238315,"No","GBR",19,"SEO",1
238316,"No","CHN",31,"direct",3
238317,"No","USA",32,"direct",8
238318,"Yes","GBR",26,"SEO",4
238319,"Yes","USA",18,"SEO",2
238320,"Yes","USA",39,"SEO",4
238321,"No","USA",37,"direct",3
238322,"Yes","USA",27,"SEO",5
238323,"Yes","USA",29,"SEO",4
238324,"Yes","USA",38,"SEO",8
238325,"Yes","GBR",26,"SEO",8
238326,"Yes","USA",32,"direct",1
238327,"Yes","CHN",41,"ads",8
238328,"Yes","USA",30,"direct",1
238329,"No","USA",25,"SEO",4
238330,"No","USA",36,"SEO",1
238331,"Yes","USA",21,"direct",3
238332,"No","USA",30,"ads",4
238333,"Yes","USA",21,"SEO",5
238334,"Yes","USA",34,"SEO",5
238335,"Yes","USA",45,"ads",2
238336,"Yes","USA",25,"direct",1
238337,"Yes","USA",22,"direct",1
238338,"No","GBR",24,"ads",6
238339,"Yes","GBR",24,"direct",1
238340,"Yes","USA",23,"SEO",2
238341,"No","USA",45,"ads",1
238342,"Yes","USA",43,"SEO",6
238343,"Yes","CHN",22,"ads",6
238344,"Yes","CHN",28,"direct",1
238345,"Yes","USA",31,"SEO",1
238346,"Yes","USA",36,"ads",7
238347,"No","GBR",28,"direct",7
238348,"No","USA",39,"ads",4
238349,"No","USA",23,"SEO",6
238350,"Yes","USA",31,"SEO",7
238351,"Yes","USA",30,"SEO",2
238352,"No","USA",34,"direct",6
238353,"No","CHN",17,"SEO",5
238354,"No","USA",49,"direct",1
238355,"Yes","USA",28,"ads",6
238356,"Yes","USA",26,"SEO",2
238357,"Yes","GBR",42,"direct",6
238358,"No","GBR",33,"SEO",3
238359,"Yes","USA",27,"ads",4
238360,"No","USA",26,"direct",3
238361,"Yes","USA",26,"SEO",4
238362,"No","USA",30,"ads",5
238363,"No","GBR",36,"ads",6
238364,"Yes","USA",19,"ads",8
238365,"Yes","USA",40,"ads",2
238366,"Yes","USA",29,"SEO",5
238367,"Yes","CHN",48,"SEO",2
238368,"No","USA",46,"direct",4
238369,"Yes","USA",35,"SEO",8
238370,"Yes","GBR",24,"SEO",3
238371,"No","USA",21,"direct",1
238372,"No","USA",32,"SEO",5
238373,"Yes","CHN",24,"SEO",4
238374,"Yes","GBR",45,"SEO",4
238375,"Yes","CHN",19,"ads",2
238376,"Yes","USA",33,"direct",4
238377,"No","CHN",40,"SEO",8
238378,"Yes","USA",38,"SEO",5
238379,"Yes","CHN",25,"direct",4
238380,"Yes","CHN",26,"SEO",6
238381,"Yes","USA",21,"ads",4
238382,"Yes","GBR",35,"SEO",7
238383,"Yes","GBR",26,"SEO",6
238384,"Yes","GBR",26,"ads",3
238385,"Yes","USA",32,"ads",5
238386,"No","USA",42,"SEO",4
238387,"No","CHN",36,"ads",5
238388,"Yes","USA",23,"direct",2
238389,"Yes","USA",20,"direct",2
238390,"No","CHN",31,"SEO",2
238391,"No","CHN",34,"ads",3
238392,"Yes","USA",26,"SEO",6
238393,"Yes","DEU",31,"ads",7
238394,"Yes","USA",21,"ads",3
238395,"Yes","CHN",33,"direct",2
238396,"No","GBR",35,"ads",7
238397,"Yes","USA",37,"ads",2
238398,"Yes","CHN",44,"SEO",1
238399,"Yes","USA",23,"ads",1
238400,"Yes","CHN",30,"SEO",1
238401,"Yes","CHN",25,"ads",4
238402,"Yes","USA",38,"ads",7
238403,"Yes","CHN",40,"SEO",4
238404,"No","DEU",23,"SEO",15
238405,"Yes","USA",21,"direct",7
238406,"Yes","USA",32,"ads",5
238407,"Yes","USA",47,"SEO",3
238408,"No","GBR",35,"SEO",7
238409,"No","GBR",29,"direct",3
238410,"Yes","CHN",25,"SEO",2
238411,"Yes","CHN",28,"SEO",5
238412,"No","USA",39,"SEO",4
238413,"No","USA",48,"direct",4
238414,"Yes","USA",17,"direct",8
238415,"Yes","USA",32,"ads",7
238416,"No","USA",37,"SEO",4
238417,"No","CHN",27,"ads",3
238418,"Yes","USA",20,"SEO",3
238419,"No","USA",39,"SEO",3
238420,"Yes","USA",23,"ads",5
238421,"Yes","USA",32,"ads",6
238422,"Yes","CHN",24,"SEO",3
238423,"Yes","GBR",34,"direct",8
238424,"Yes","USA",33,"direct",4
238425,"No","CHN",24,"SEO",6
238426,"Yes","CHN",23,"SEO",5
238427,"Yes","GBR",18,"ads",8
238428,"Yes","USA",35,"SEO",3
238429,"Yes","USA",35,"direct",1
238430,"Yes","USA",19,"SEO",4
238431,"Yes","USA",37,"SEO",2
238432,"No","USA",26,"SEO",5
238433,"No","GBR",28,"SEO",6
238434,"No","USA",37,"direct",5
238435,"Yes","CHN",61,"direct",9
238436,"Yes","USA",38,"direct",1
238437,"Yes","USA",34,"direct",2
238438,"Yes","CHN",25,"SEO",4
238439,"Yes","DEU",42,"SEO",9
238440,"Yes","USA",28,"direct",4
238441,"Yes","CHN",26,"direct",5
238442,"No","CHN",24,"SEO",3
238443,"Yes","USA",27,"SEO",9
238444,"Yes","DEU",32,"ads",3
238445,"No","USA",35,"ads",1
238446,"Yes","USA",18,"SEO",3
238447,"Yes","GBR",33,"SEO",12
238448,"No","USA",20,"ads",13
238449,"No","USA",47,"ads",6
238450,"Yes","USA",37,"direct",2
238451,"Yes","USA",24,"ads",16
238452,"Yes","GBR",28,"SEO",4
238453,"Yes","CHN",29,"direct",5
238454,"No","GBR",39,"ads",5
238455,"Yes","CHN",27,"ads",9
238456,"No","CHN",39,"SEO",8
238457,"Yes","USA",29,"direct",3
238458,"No","USA",38,"SEO",5
238459,"Yes","GBR",29,"SEO",6
238460,"Yes","DEU",25,"SEO",4
238461,"Yes","USA",37,"SEO",3
238462,"No","CHN",45,"SEO",8
238463,"Yes","USA",36,"ads",6
238464,"Yes","CHN",20,"direct",3
238465,"Yes","USA",41,"SEO",4
238466,"No","CHN",42,"ads",4
238467,"No","USA",31,"direct",2
238468,"No","USA",31,"SEO",1
238469,"Yes","USA",39,"SEO",2
238470,"No","CHN",42,"ads",5
238471,"Yes","USA",22,"ads",8
238472,"Yes","CHN",26,"ads",2
238473,"Yes","USA",32,"SEO",3
238474,"Yes","GBR",27,"SEO",4
238475,"No","USA",18,"ads",7
238476,"Yes","GBR",21,"ads",6
238477,"Yes","CHN",36,"SEO",6
238478,"Yes","DEU",21,"ads",6
238479,"Yes","USA",39,"SEO",1
238480,"No","CHN",26,"ads",7
238481,"Yes","USA",48,"ads",1
238482,"Yes","CHN",45,"direct",4
238483,"No","USA",19,"SEO",2
238484,"No","USA",27,"direct",2
238485,"Yes","USA",33,"direct",10
238486,"No","USA",25,"direct",1
238487,"No","USA",35,"SEO",10
238488,"Yes","CHN",22,"SEO",3
238489,"No","USA",20,"SEO",5
238490,"Yes","GBR",41,"SEO",3
238491,"No","CHN",42,"direct",7
238492,"Yes","USA",28,"SEO",3
238493,"Yes","USA",31,"ads",5
238494,"No","USA",31,"SEO",10
238495,"No","CHN",21,"direct",1
238496,"Yes","USA",31,"SEO",4
238497,"No","USA",21,"direct",3
238498,"No","USA",17,"SEO",18
238499,"Yes","USA",45,"direct",5
238500,"Yes","USA",18,"SEO",6
238501,"Yes","CHN",26,"ads",8
238502,"No","USA",43,"SEO",1
238503,"Yes","USA",30,"SEO",1
238504,"Yes","CHN",31,"SEO",1
238505,"Yes","CHN",28,"ads",9
238506,"Yes","USA",20,"ads",5
238507,"Yes","CHN",25,"SEO",5
238508,"No","DEU",32,"SEO",3
238509,"Yes","USA",22,"SEO",5
238510,"No","USA",36,"ads",4
238511,"Yes","CHN",21,"SEO",2
238512,"No","USA",29,"ads",5
238513,"Yes","CHN",40,"SEO",11
238514,"No","DEU",45,"SEO",5
238515,"Yes","CHN",31,"SEO",2
238516,"Yes","USA",28,"SEO",4
238517,"No","USA",39,"SEO",2
238518,"No","CHN",23,"SEO",5
238519,"No","USA",21,"direct",6
238520,"No","USA",18,"direct",4
238521,"Yes","DEU",44,"ads",4
238522,"Yes","GBR",38,"direct",1
238523,"Yes","USA",18,"ads",8
238524,"No","GBR",31,"SEO",4
238525,"No","USA",32,"SEO",1
238526,"No","USA",38,"ads",6
238527,"Yes","USA",30,"SEO",6
238528,"No","USA",28,"SEO",6
238529,"Yes","USA",38,"SEO",4
238530,"No","GBR",35,"SEO",14
238531,"No","USA",38,"ads",3
238532,"Yes","GBR",23,"SEO",3
238533,"Yes","CHN",30,"SEO",3
238534,"Yes","USA",29,"direct",5
238535,"Yes","USA",17,"ads",12
238536,"No","USA",38,"direct",6
238537,"No","USA",27,"ads",12
238538,"No","USA",36,"SEO",1
238539,"Yes","CHN",27,"SEO",6
238540,"No","USA",48,"SEO",4
238541,"Yes","USA",26,"ads",9
238542,"Yes","USA",25,"SEO",4
238543,"Yes","USA",17,"ads",7
238544,"Yes","USA",21,"SEO",1
238545,"Yes","USA",40,"SEO",4
238546,"No","GBR",39,"SEO",4
238547,"No","DEU",35,"SEO",5
238548,"Yes","USA",32,"SEO",3
238549,"Yes","CHN",32,"SEO",7
238550,"Yes","USA",39,"ads",5
238551,"Yes","USA",33,"ads",9
238552,"No","CHN",46,"direct",9
238553,"No","USA",36,"direct",1
238554,"Yes","USA",34,"direct",5
238555,"Yes","CHN",40,"ads",5
238556,"No","USA",17,"SEO",1
238557,"Yes","DEU",27,"SEO",15
238558,"Yes","DEU",28,"SEO",3
238559,"No","USA",38,"SEO",2
238560,"Yes","GBR",29,"direct",2
238561,"Yes","USA",47,"direct",1
238562,"Yes","CHN",42,"SEO",7
238563,"Yes","GBR",38,"direct",6
238564,"Yes","CHN",34,"SEO",4
238565,"Yes","USA",50,"SEO",5
238566,"No","USA",22,"direct",6
238567,"Yes","GBR",48,"SEO",7
238568,"Yes","USA",23,"ads",11
238569,"No","USA",35,"SEO",3
238570,"Yes","DEU",25,"ads",3
238571,"Yes","USA",40,"direct",8
238572,"Yes","CHN",35,"direct",5
238573,"No","CHN",29,"ads",3
238574,"Yes","USA",32,"SEO",7
238575,"Yes","USA",32,"ads",7
238576,"No","USA",31,"ads",1
238577,"No","USA",30,"direct",8
238578,"Yes","USA",26,"ads",4
238579,"Yes","GBR",18,"direct",9
238580,"Yes","USA",37,"SEO",1
238581,"Yes","CHN",28,"ads",3
238582,"No","USA",39,"SEO",3
238583,"No","USA",38,"ads",4
238584,"Yes","USA",17,"ads",13
238585,"Yes","USA",19,"direct",3
238586,"Yes","USA",20,"SEO",10
238587,"No","USA",28,"ads",15
238588,"No","USA",35,"ads",12
238589,"Yes","USA",30,"ads",2
238590,"No","USA",37,"SEO",5
238591,"No","USA",26,"SEO",1
238592,"Yes","GBR",48,"SEO",5
238593,"Yes","USA",29,"direct",6
238594,"Yes","USA",29,"direct",7
238595,"Yes","CHN",36,"ads",8
238596,"No","GBR",26,"direct",1
238597,"Yes","USA",30,"direct",9
238598,"Yes","USA",56,"ads",1
